program_id,university_id,program_name,field_of_study,degree_level,duration_years,study_mode,language_of_instruction,tuition_fee,tuition_currency,tuition_period,tuition_academic_year,tuition_student_scope,tuition_source_url,tuition_last_verified_at,tuition_note,minimum_gpa,gpa_scale,ielts_requirement,toefl_requirement,intake,application_deadline,program_url,collected_at,last_verified_at,freshness_status
prog_my_076,uni_my_026,Bachelor in Computer Science (Artificial Intelligence) (Honours),Artificial Intelligence,Bachelor,3,Full-time,Unknown,82500,MYR,Programme,2026,International,https://www.uniten.edu.my/all-programmes/college-of-computing-informatics-cci/bachelor-in-computer-science-artificial-intelligence-honours,2026-08-21,"Current UNITEN international total tuition. Registration, visa, accommodation, semester advance fee and 6% SST are excluded.",,,,,"[""January"", ""June"", ""September""]",,https://uniten.edu.my/college-of-computing-informatics/programmes/,2026-08-20,2026-08-21,current
prog_my_077,uni_my_026,Bachelor in Computer Science (Cyber Security) (Honours),Cyber Security,Bachelor,3,Full-time,Unknown,82500,MYR,Programme,2026,International,https://www.uniten.edu.my/all-programmes/college-of-computing-informatics-cci/bachelor-in-computer-science-cyber-security-honours,2026-08-21,Current UNITEN international total tuition. Ancillary fees and 6% SST are excluded.,,,,,"[""January"", ""June"", ""September""]",,https://www.uniten.edu.my/programme/undergraduate/bachelor-in-computer-science-cyber-security-honours/,2026-08-20,2026-08-21,current
prog_my_078,uni_my_026,Bachelor in Software Engineering (Honours),Software Engineering,Bachelor,3,Full-time,Unknown,82500,MYR,Programme,2026,International,https://www.uniten.edu.my/all-programmes/college-of-computing-informatics-cci/bachelor-in-software-engineering-honours,2026-08-21,Current UNITEN international total tuition. Ancillary fees and 6% SST are excluded.,,,,,"[""January"", ""June"", ""September""]",,https://uniten.edu.my/college-of-computing-informatics/programmes/,2026-08-20,2026-08-21,current
prog_my_079,uni_my_027,Masters in Islamic Finance Practice (MIFP),Islamic Finance,Master,,,Unknown,40190,MYR,Programme,,International,https://inceif.edu.my/study-inceif-university/master-programmes/masters-in-islamic-finance-practice-mifp/,2026-08-21,International total fee calculated from maximum chargeable amount for the maximum full-time duration. Government/visa-related fees are excluded.,,,,,"[""January"", ""June"", ""September""]",2026-10-30,https://inceif.edu.my/study-inceif-university/master-programmes/,2026-08-20,2026-08-21,current
prog_my_080,uni_my_027,Master of Science in Islamic Finance (MSc),Islamic Finance,Master,,,Unknown,47730,MYR,Programme,,International,https://inceif.edu.my/study-inceif-university/master-programmes/masters-of-science-in-islamic-finance-by-coursework-msc/,2026-08-21,International total fee calculated from maximum chargeable amount for maximum full-time duration. Full-time and part-time duration ranges were not collapsed.,,,,,"[""January"", ""June"", ""September""]",2026-10-30,https://inceif.edu.my/study-inceif-university/master-programmes/masters-of-science-in-islamic-finance-by-coursework-msc/,2026-08-20,2026-08-21,current
prog_my_081,uni_my_027,Master in Business Administration (Sustainable Business) (MBA),Sustainable Business,Master,,,Unknown,46480,MYR,Programme,,International,https://inceif.edu.my/study-inceif-university/master-programmes/master-in-business-administration-sustainable-business-mba/,2026-08-21,International total fee based on maximum chargeable full-time study amount. Multi-mode duration was not normalized.,,,,,"[""January"", ""June"", ""September""]",2026-10-30,https://inceif.edu.my/study-inceif-university/master-programmes/,2026-08-20,2026-08-21,current
prog_my_082,uni_my_028,Bachelor of Computer Science (Honours),Computer Science,Bachelor,3,Full-time,English,77550,MYR,Programme,,International,https://study.utar.edu.my/computer-science.php,2026-08-21,Current standard international full-time programme fee. Official page separately lists a restricted part-time international route for employment-pass holders.,,,,,"[""February"", ""June"", ""November""]",,https://admission.utar.edu.my/documents/MER-B-ICT.pdf,2026-08-20,2026-08-21,current
prog_my_083,uni_my_028,Bachelor of Software Engineering (Honours),Software Engineering,Bachelor,3,Full-time,English,75500,MYR,Programme,,International,https://study.utar.edu.my/documents/250716_Software_Engineering_EN.pdf,2026-08-21,Current international programme fee shown by UTAR; published material states international fee includes 6% SST.,,,,,"[""February"", ""June"", ""November""]",,https://admission.utar.edu.my/documents/MER-B-ICT.pdf,2026-08-20,2026-08-21,current
prog_my_084,uni_my_028,Bachelor of Information Technology (Honours) (Communications and Networking),Communications and Networking,Bachelor,3,Full-time,English,77000,MYR,Programme,,International,https://study.utar.edu.my/communications-networking.php,2026-08-21,Current estimated international total programme fee. Official page states 6% SST is excluded.,,,,,"[""February"", ""June"", ""November""]",,https://fict.utar.edu.my/Timetable.php,2026-08-20,2026-08-21,current
prog_my_085,uni_my_029,Bachelor of Computer Science,Computer Science,Bachelor,3,Full-time,Unknown,54720,MYR,Year,2026,International,https://www.monash.edu.my/study/undergraduate/fees,2026-08-21,2026 annual international tuition. General fees and 6% service tax are separate where applicable.,,,6.5,,"[""February"", ""July"", ""October""]",,https://www.monash.edu.my/study/undergraduate/information-technology/bachelor-computer-science,2026-08-20,2026-08-21,current
prog_my_086,uni_my_029,Bachelor of Computer Science in Data Science,Data Science,Bachelor,3,Full-time,Unknown,54720,MYR,Year,2026,International,https://www.monash.edu.my/study/undergraduate/information-technology/bachelor-of-computer-science-in-data-science,2026-08-21,2026 annual international tuition. Part-time study is not available to international students.,,,6.5,,"[""February"", ""July"", ""October""]",,https://www.monash.edu.my/IT/future-students/future-students/our-undergraduate-courses,2026-08-20,2026-08-21,current
prog_my_087,uni_my_029,Bachelor of Computer Science in Artificial Intelligence,Artificial Intelligence,Bachelor,3,Full-time,Unknown,54720,MYR,Year,2026,International,https://www.monash.edu.my/study/undergraduate/information-technology/bachelor-of-computer-science-in-artificial-intelligence,2026-08-21,2026 annual international tuition. Part-time study is not available to international students.,,,6.5,,"[""February"", ""July"", ""October""]",,https://www.monash.edu.my/IT/future-students/future-students/our-undergraduate-courses,2026-08-20,2026-08-21,current
prog_my_088,uni_my_030,BSc (Hons) Computer Science,Computer Science,Bachelor,3,Full-time,Unknown,57000,MYR,Year,2026,International,https://www.nottingham.edu.my/Study/Undergraduate-courses/Tuition-fees.aspx,2026-08-21,Current international annual tuition. 6% SST applies to non-Malaysian students.,,,6.0,,"[""September""]",,https://www.nottingham.edu.my/ugstudy/course/computer-science-bsc-hons,2026-08-20,2026-08-21,current
prog_my_089,uni_my_030,BSc (Hons) Computer Science with Artificial Intelligence,Computer Science and Artificial Intelligence,Bachelor,3,Full-time,Unknown,57000,MYR,Year,2026,International,https://www.nottingham.edu.my/Study/Undergraduate-courses/Tuition-fees.aspx,2026-08-21,Current international annual tuition. 6% SST applies to non-Malaysian students.,,,6.0,,"[""September""]",,https://www.nottingham.edu.my/ugstudy/course/computer-science-with-artificial-intelligence-bsc-hons,2026-08-20,2026-08-21,current
prog_my_090,uni_my_030,BSc (Hons) in Mathematics and Data Science,Mathematics and Data Science,Bachelor,3,Full-time,Unknown,60000,MYR,Year,2026,International,https://www.nottingham.edu.my/Study/Undergraduate-courses/Tuition-fees.aspx,2026-08-21,Current international annual tuition for Mathematics and Data Science. 6% SST applies to non-Malaysian students.,,,6.0,,"[""September""]",,https://www.nottingham.edu.my/ugstudy/course/mathematics-and-data-science-bsc-hons,2026-08-20,2026-08-21,current
prog_my_091,uni_my_031,Bachelor of Science (Honours) in Computer Science,Computer Science,Bachelor,3,Full-time,Unknown,108500,MYR,Programme,,International,https://www.apu.edu.my/course/bsc-hons-in-computer-science,2026-08-21,Current international total tuition. Deposits and miscellaneous fees are excluded; 6% SST for international students is excluded.,,,5.0,40,"[""September"", ""November""]",,https://www.apu.edu.my/course/bsc-hons-in-computer-science,2026-08-20,2026-08-21,current
prog_my_092,uni_my_031,Bachelor of Science (Honours) in Computer Science (Cyber Security),Cyber Security,Bachelor,3,Full-time,Unknown,108500,MYR,Programme,,International,https://apu.edu.my/course/bsc-hons-in-computer-science-cyber-security,2026-08-21,"Current international total tuition. Deposits, miscellaneous fees and 6% SST are excluded.",,,5.0,40,"[""September"", ""November""]",,https://apu.edu.my/course/bsc-hons-in-computer-science-cyber-security,2026-08-20,2026-08-21,current
prog_my_093,uni_my_031,Bachelor of Computer Science (Hons) (Artificial Intelligence),Artificial Intelligence,Bachelor,3,Full-time,Unknown,108500,MYR,Programme,,International,https://www.apu.edu.my/course/bsc-hons-in-computer-science-ai,2026-08-21,"Current international total tuition. Deposits, miscellaneous fees and 6% SST are excluded.",,,5.0,40,"[""September"", ""November""]",,https://www.apu.edu.my/course/bsc-hons-in-computer-science-ai,2026-08-20,2026-08-21,current
prog_my_094,uni_my_032,Bachelor in Computer Science (Hons),Computer Science,Bachelor,3,,Unknown,,,,,,,,Current MSU page provides local estimated fees only and instructs international students to contact MSU. International tuition was therefore not inferred.,,,,,,,https://www.msu.edu.my/faculty-information-sciences-engineering/bachelor-computer-science.php,2026-08-20,2026-08-21,current
prog_my_095,uni_my_032,Bachelor in Information Technology (Honours),Information Technology,Bachelor,3,,Unknown,,,,,,,,Current MSU page provides local estimated fees only. International tuition and numerical IELTS/TOEFL values were not inferred.,,,,,,,https://www.msu.edu.my/faculty-information-sciences-engineering/bachelor-information-technology,2026-08-20,2026-08-21,current
prog_my_096,uni_my_032,Bachelor in Information Systems (Business Computing) (Honours),Business Computing,Bachelor,3,,Unknown,,,,,,,,Current MSU page lists local estimated fees only. International fee is not supplied as an exact comparable amount.,,,,,,,https://www.msu.edu.my/faculty-information-sciences-engineering/information-system-business-computing,2026-08-20,2026-08-21,current
prog_my_097,uni_my_033,Bachelor of Software Engineering with Honours,Software Engineering,Bachelor,3,Full-time,Unknown,70399,MYR,Programme,,International,https://www.unikl.edu.my/programme/bachelor-of-information-technology-hons-in-software-engineering/,2026-08-21,Current official international total tuition fee. Visa processing and 6% SST are excluded.,,,5.0,,"[""March"", ""October""]",,https://www.unikl.edu.my/programme/bachelor-of-information-technology-hons-in-software-engineering/,2026-08-20,2026-08-21,current
prog_my_098,uni_my_033,Bachelor of Cybersecurity Technology with Honours,Cybersecurity,Bachelor,3,Full-time,Unknown,70399,MYR,Programme,,International,https://www.unikl.edu.my/programme/bachelor-of-information-technology-hons-in-computer-system-security/,2026-08-21,Current official international total tuition fee. Visa processing and 6% SST are excluded.,,,5.0,,"[""March"", ""October""]",,https://www.unikl.edu.my/programme/bachelor-of-information-technology-hons-in-computer-system-security/,2026-08-20,2026-08-21,current
prog_my_099,uni_my_033,Bachelor of Artificial Intelligence Technology with Honours,Artificial Intelligence,Bachelor,3,Full-time,Unknown,115200,MYR,Programme,,International,https://www.unikl.edu.my/programme/bachelor-of-artificial-intelligence-technology-with-honours/,2026-08-21,Current official international tuition-only total. Visa processing and 6% SST are excluded.,,,5.0,,"[""March"", ""October""]",,https://www.unikl.edu.my/programme/bachelor-of-artificial-intelligence-technology-with-honours/,2026-08-20,2026-08-21,current
prog_my_100,uni_my_034,Bachelor of Computer Science (Honours),Computer Science,Bachelor,3,,Unknown,,,,,,,,Current 2026 programme material verifies duration and intakes. Exact comparable international tuition was not assigned.,,,5.0,35,"[""January"", ""May"", ""August""]",,https://university.help.edu.my/programme/bachelor-of-computer-science/,2026-08-20,2026-08-21,current
prog_my_101,uni_my_034,Bachelor of Information Technology (Honours),Information Technology,Bachelor,3,,Unknown,,,,,,,,Current 2026 programme material verifies duration and intakes. Exact international tuition was not safely normalized.,,,5.0,35,"[""January"", ""May"", ""August""]",,https://university.help.edu.my/programme/bachelor-of-information-technology/,2026-08-20,2026-08-21,current
prog_my_102,uni_my_034,Bachelor of Business Analytics (Honours),Business Analytics,Bachelor,3,,Unknown,,,,,,,,Current programme and 2026 business material verify duration and intakes. Published programme fee is Malaysian/local and was not treated as international tuition.,,,5.5,,"[""January"", ""February"", ""May"", ""August"", ""October""]",,https://university.help.edu.my/programme/bachelor-of-business-analytics/,2026-08-20,2026-08-21,current
prog_my_103,uni_my_035,Bachelor of Computer Science (Honours),Computer Science,Bachelor,3,,Unknown,,,,,,,,Current programme has Full-Time and Weekend modes. study_mode was not reduced to one value. No exact current international tuition was accepted.,,,,,"[""January"", ""May"", ""September""]",,https://university.segi.edu.my/course/bachelor-of-computer-science-hons/,2026-08-20,2026-08-21,current
prog_my_104,uni_my_035,Bachelor of Information Technology (Honours),Information Technology,Bachelor,,,Unknown,,,,,,,,"Current programme lists Full-Time and Weekend modes. Programme structure shows Years 1-3, but duration_years was not inferred solely from module structure.",,,,,"[""January"", ""May"", ""September""]",,https://university.segi.edu.my/course/bachelor-of-information-technology-hons/,2026-08-20,2026-08-21,current
prog_my_105,uni_my_035,Master of Science in Information Technology,Information Technology,Master,1,,Unknown,,,,,,,,One-year coursework duration verified from recent official SEGi postgraduate material. Current exact international tuition and numeric IELTS/TOEFL were not inferred.,,,,,,,https://university.segi.edu.my/course/msc-in-information-technology-coursework/,2026-08-20,2026-08-21,unknown
prog_my_106,uni_my_036,Bachelor of Technology (Honours) Data Science,Data Science,Bachelor,,,Unknown,,,,,,,,,,,,,,,https://newinti.edu.my/programme/bachelor-of-technology-honours-data-science/,2026-08-20,2026-08-20,unknown
prog_my_107,uni_my_036,Bachelor of Computer Science (Hons) major in Software Development,Software Development,Bachelor,,,Unknown,,,,,,,,,,,,,,,https://newinti.edu.my/programme/bachelor-of-computer-science-hons-in-software-development-coventry-uk/,2026-08-20,2026-08-20,unknown
prog_my_108,uni_my_036,Bachelor of Information Technology (Hons),Information Technology,Bachelor,,,Unknown,,,,,,,,,,,,,,,https://newinti.edu.my/programme/bachelor-of-information-technology-hons-coventry-uk/,2026-08-20,2026-08-20,unknown
prog_my_109,uni_my_037,Bachelor of Computer Science,Computer Science,Bachelor,,,Unknown,,,,,,,,,,,,,,,https://aimst.edu.my/academic/bachelor-of-computer-science/,2026-08-20,2026-08-20,unknown
prog_my_110,uni_my_037,Bachelor in Information Systems (Data Analytics) (Honours),Information Systems and Data Analytics,Bachelor,,,Unknown,,,,,,,,,,,,,,,https://aimst.edu.my/academic/bachelor-in-information-systems-data-analyticshonours/,2026-08-20,2026-08-20,unknown
prog_my_111,uni_my_037,Bachelor in Software Engineering (Honours),Software Engineering,Bachelor,,,Unknown,,,,,,,,,,,,,,,https://aimst.edu.my/academic/bachelor-in-software-engineering-honours/,2026-08-20,2026-08-20,unknown
prog_my_112,uni_my_038,Master of Information Technology,Information Technology,Master,,,Unknown,,,,,,,,,,,,,,,https://www.oum.edu.my/programmes-offered-at-oum/postgraduate/master-of-information-technology/,2026-08-20,2026-08-20,unknown
prog_my_113,uni_my_038,Master in Data Science,Data Science,Master,,,Unknown,,,,,,,,,,,,,,,https://www.oum.edu.my/programmes-offered-at-oum/postgraduate/master-in-data-science/,2026-08-20,2026-08-20,unknown
prog_my_114,uni_my_038,Doctor of Philosophy (Information Technology),Information Technology,Doctorate,,,Unknown,,,,,,,,,,,,,,,https://www.oum.edu.my/programmes-offered-at-oum/postgraduate/doctor-of-philosophy-information-technology/,2026-08-20,2026-08-20,unknown
prog_my_115,uni_my_039,Bachelor of Information Technology (Honours),Information Technology,Bachelor,,,Unknown,,,,,,,,,,,,,,,https://www.mahsa.edu.my/faculties/Engineering/bachelor-information-technology.php,2026-08-20,2026-08-20,unknown
prog_my_116,uni_my_039,Bachelor of Arts (Honours) in Creative Multimedia Design,Creative Multimedia Design,Bachelor,,,Unknown,,,,,,,,,,,,,,,https://mahsa.edu.my/faculties/Engineering/bachelor-arts-hons-creative-multimedia-design.php,2026-08-20,2026-08-20,unknown
prog_my_117,uni_my_039,Master in Information Technology,Information Technology,Master,,,Unknown,,,,,,,,,,,,,,,https://mahsa.edu.my/faculties/programmes/postgraduate-programmes.php,2026-08-20,2026-08-20,unknown
prog_my_118,uni_my_040,Bachelor in Digital Health (Hons) (IMU),Digital Health,Bachelor,,,Unknown,,,,,,,,,,,,,,,https://imu.edu.my/academics/undergraduate/digital-health/,2026-08-20,2026-08-20,unknown
prog_my_119,uni_my_040,Bachelor in Business Analytics (Honours) (IMU),Business Analytics,Bachelor,,,Unknown,,,,,,,,,,,,,,,https://imu.edu.my/academics/undergraduate/business-analytics/,2026-08-20,2026-08-20,unknown
prog_my_120,uni_my_040,Bachelor of Business Administration with Healthcare Management (Honours) (IMU),Business Administration and Healthcare Management,Bachelor,,,Unknown,,,,,,,,,,,,,,,https://imu.edu.my/academics/undergraduate/business-administration-with-healthcare-management/,2026-08-20,2026-08-20,unknown
