"program_id","university_id","university_name","country_id","program_slot","program_name","degree_level","field_of_study","program_url","programme_identity_status","programme_identity_evidence","international_applicants_status","international_application_url","international_requirements_note","programme_eligibility_evidence","programme_eligibility_research_status","university_international_students_status","university_international_admissions_url","university_international_admissions_note","university_eligibility_evidence","university_eligibility_research_status","official_university_website","verification_method","last_verified_at","research_note"
"prog_hk_033","uni_hk_011","The Hang Seng University of Hong Kong","country_hk","3","Bachelor of Science (Honours) in Business Analytics and Information Management","Bachelor","","https://scm.hsu.edu.hk/baim-msim-programme-overview/","VERIFIED","Current official programme/admissions source confirms the programme identity.","verified_yes","https://admission.hsu.edu.hk/programmes/by-schools/","Programme-specific official evidence supports non-local undergraduate access.","Official HSUHK programme listing confirms a non-local self-financing route for this programme.","VERIFIED","verified_yes","https://admission.hsu.edu.hk/undergraduate-admissions/year-1-entry/international-qualification/apply-here3/non-local-applicants/","Official non-local undergraduate application route.","Official HSUHK non-local undergraduate admissions source confirms international/non-local access.","VERIFIED","https://www.hsu.edu.hk/en/","OFFICIAL_SOURCE_VERIFICATION","2026-08-21","Hong Kong Batch 3. Programme identity, university-level international access, and programme-level eligibility were verified using official sources."
"prog_hk_034","uni_hk_012","Hong Kong Chu Hai College","country_hk","1","Bachelor of Science (Hons) in Computer Science","Bachelor","","https://cs.chuhai.edu.hk/home/?lang=en","VERIFIED","Current official programme/admissions source confirms the programme identity.","unknown","","University-level international access is verified, but programme-specific eligibility remains unresolved.","Programme identity is verified, but programme-specific international applicant eligibility is not sufficiently explicit in the available official evidence.","REVIEWED_UNRESOLVED","verified_yes","https://www.chuhai.edu.hk/en/recruit","Official undergraduate admissions source includes an International Qualifications route.","Official Hong Kong Chu Hai College admissions source provides an International Qualifications undergraduate route.","VERIFIED","https://www.chuhai.edu.hk/","OFFICIAL_SOURCE_VERIFICATION","2026-08-21","Hong Kong Batch 3. Programme identity and university-level international access were verified. Programme-level eligibility remains unknown because available official evidence was insufficient for a programme-specific conclusion."
"prog_hk_035","uni_hk_012","Hong Kong Chu Hai College","country_hk","2","Bachelor of Business Administration (Hons) in Finance and Information Management","Bachelor","","https://fne.chuhai.edu.hk/?page_id=142","VERIFIED","Current official programme/admissions source confirms the programme identity.","unknown","","University-level international access is verified, but programme-specific eligibility remains unresolved.","Programme identity is verified, but programme-specific international applicant eligibility is not sufficiently explicit in the available official evidence.","REVIEWED_UNRESOLVED","verified_yes","https://www.chuhai.edu.hk/en/recruit","Official undergraduate admissions source includes an International Qualifications route.","Official Hong Kong Chu Hai College admissions source provides an International Qualifications undergraduate route.","VERIFIED","https://www.chuhai.edu.hk/","OFFICIAL_SOURCE_VERIFICATION","2026-08-21","Hong Kong Batch 3. Programme identity and university-level international access were verified. Programme-level eligibility remains unknown because available official evidence was insufficient for a programme-specific conclusion."
"prog_hk_036","uni_hk_012","Hong Kong Chu Hai College","country_hk","3","Bachelor of Arts (Hons) in Communication and Digital Media","Bachelor","","https://jcm.chuhai.edu.hk/bachelor-of-arts-hons-in-communication-and-digital-media/","VERIFIED","Current official programme/admissions source confirms the programme identity.","unknown","","University-level international access is verified, but programme-specific eligibility remains unresolved.","Programme identity is verified, but programme-specific international applicant eligibility is not sufficiently explicit in the available official evidence.","REVIEWED_UNRESOLVED","verified_yes","https://www.chuhai.edu.hk/en/recruit","Official undergraduate admissions source includes an International Qualifications route.","Official Hong Kong Chu Hai College admissions source provides an International Qualifications undergraduate route.","VERIFIED","https://www.chuhai.edu.hk/","OFFICIAL_SOURCE_VERIFICATION","2026-08-21","Hong Kong Batch 3. Programme identity and university-level international access were verified. Programme-level eligibility remains unknown because available official evidence was insufficient for a programme-specific conclusion."
"prog_hk_037","uni_hk_013","Saint Francis University","country_hk","1","Bachelor of Business Administration (Honours)","Bachelor","","https://www.sfu.edu.hk/en/admission/programmes-by-qflevel/bachelor-s-degree-programmes/bachelor-of-business-administration-honours/introduction/index.html","VERIFIED","Current official programme/admissions source confirms the programme identity.","verified_yes","https://www.sfu.edu.hk/en/admission/admission/international-qualifications/index.html","Programme-specific official non-local admissions evidence is available.","Official SFU International Qualifications (Non-local applicants) source explicitly lists this programme.","VERIFIED","verified_yes","https://www.sfu.edu.hk/en/admission/admission/international-qualifications/index.html","Official international-qualification admissions route for non-local applicants.","Official SFU International Qualifications page confirms non-local applicant access.","VERIFIED","https://www.sfu.edu.hk/en/","OFFICIAL_SOURCE_VERIFICATION","2026-08-21","Hong Kong Batch 3. Programme identity, university-level international access, and programme-level eligibility were verified using official sources."
"prog_hk_038","uni_hk_013","Saint Francis University","country_hk","2","Bachelor of Arts (Honours) in Translation Technology","Bachelor","","https://www.sfu.edu.hk/en/programmes/bachelor-s-degree-programmes/bachelor-of-arts-honours-in-translation-technology/introduction/index.html","VERIFIED","Current official programme/admissions source confirms the programme identity.","verified_yes","https://www.sfu.edu.hk/en/admission/admission/international-qualifications/index.html","Programme-specific official non-local admissions evidence is available.","Official SFU International Qualifications (Non-local applicants) source explicitly lists this programme.","VERIFIED","verified_yes","https://www.sfu.edu.hk/en/admission/admission/international-qualifications/index.html","Official international-qualification admissions route for non-local applicants.","Official SFU International Qualifications page confirms non-local applicant access.","VERIFIED","https://www.sfu.edu.hk/en/","OFFICIAL_SOURCE_VERIFICATION","2026-08-21","Hong Kong Batch 3. Programme identity, university-level international access, and programme-level eligibility were verified using official sources."
"prog_hk_039","uni_hk_013","Saint Francis University","country_hk","3","Bachelor of Science (Honours) in Artificial Intelligence and Multimedia Technology","Bachelor","","https://www.sfu.edu.hk/en/admission/programmes-by-qflevel/bachelor-s-degree-programmes/bachelor-of-science-honours-in-artificial-intelligence-and-multimedia-technology-/introduction/index.html","VERIFIED","Current official programme/admissions source confirms the programme identity.","verified_yes","https://www.sfu.edu.hk/en/admission/admission/international-qualifications/index.html","Programme-specific official non-local admissions evidence is available.","Official SFU International Qualifications (Non-local applicants) source explicitly lists this programme.","VERIFIED","verified_yes","https://www.sfu.edu.hk/en/admission/admission/international-qualifications/index.html","Official international-qualification admissions route for non-local applicants.","Official SFU International Qualifications page confirms non-local applicant access.","VERIFIED","https://www.sfu.edu.hk/en/","OFFICIAL_SOURCE_VERIFICATION","2026-08-21","Hong Kong Batch 3. Programme identity, university-level international access, and programme-level eligibility were verified using official sources."
"prog_hk_040","uni_hk_014","Technological and Higher Education Institute of Hong Kong","country_hk","1","Bachelor of Science (Honours) in Multimedia Technology and Innovation","Bachelor","","https://thei.edu.hk/departments/department-of-digital-innovation-and-technology/bachelor-of-science-honours-multimedia-technology-and-innovation/","VERIFIED","Current official programme/admissions source confirms the programme identity.","verified_yes","https://thei.edu.hk/admission/international-student-fee/programme-information/","Programme-specific international-student evidence is available.","Official THEi 2026/27 international-student programme list explicitly includes this programme.","VERIFIED","verified_yes","https://thei.edu.hk/admission/international-student-fee/programme-information/","Official 2026/27 international-student degree programme source.","Official THEi international-student programme information confirms international access.","VERIFIED","https://www.thei.edu.hk/","OFFICIAL_SOURCE_VERIFICATION","2026-08-21","Hong Kong Batch 3. Programme identity, university-level international access, and programme-level eligibility were verified using official sources."
"prog_hk_041","uni_hk_014","Technological and Higher Education Institute of Hong Kong","country_hk","2","Bachelor of Science (Honours) in Information and Communications Technology","Bachelor","","https://thei.edu.hk/departments/department-of-digital-innovation-and-technology/bachelor-of-science-honours-information-and-communications-technology/","VERIFIED","Current official programme/admissions source confirms the programme identity.","verified_yes","https://thei.edu.hk/admission/international-student-fee/programme-information/","Programme-specific international-student evidence is available.","Official THEi 2026/27 international-student programme list explicitly includes this programme.","VERIFIED","verified_yes","https://thei.edu.hk/admission/international-student-fee/programme-information/","Official 2026/27 international-student degree programme source.","Official THEi international-student programme information confirms international access.","VERIFIED","https://www.thei.edu.hk/","OFFICIAL_SOURCE_VERIFICATION","2026-08-21","Hong Kong Batch 3. Programme identity, university-level international access, and programme-level eligibility were verified using official sources."
"prog_hk_042","uni_hk_014","Technological and Higher Education Institute of Hong Kong","country_hk","3","Bachelor of Arts (Honours) in Fashion Design","Bachelor","","https://thei.edu.hk/departments/department-of-design-and-architecture/bachelor-of-arts-honours-fashion-design/","VERIFIED","Current official programme/admissions source confirms the programme identity.","verified_yes","https://thei.edu.hk/admission/international-student-fee/programme-information/","Programme-specific international-student evidence is available.","Official THEi 2026/27 international-student programme list explicitly includes this programme.","VERIFIED","verified_yes","https://thei.edu.hk/admission/international-student-fee/programme-information/","Official 2026/27 international-student degree programme source.","Official THEi international-student programme information confirms international access.","VERIFIED","https://www.thei.edu.hk/","OFFICIAL_SOURCE_VERIFICATION","2026-08-21","Hong Kong Batch 3. Programme identity, university-level international access, and programme-level eligibility were verified using official sources."
"prog_hk_043","uni_hk_015","Tung Wah College","country_hk","1","Bachelor of Social Science (Honours) in Applied Psychology","Bachelor","","https://www.twc.edu.hk/en/Programmes/bssap/admission_requirement","VERIFIED","Current official programme/admissions source confirms the programme identity.","verified_yes","https://www.twc.edu.hk/uploads/files/FO/2026_27_Tuition_Fee_2026_27_NLoc.pdf","Programme-specific official non-local evidence is available.","Official TWC 2026/27 non-local tuition schedule explicitly lists this programme for non-local students.","VERIFIED","verified_yes","https://www.twc.edu.hk/en/Administration_Units/reg/our_service/prospective_students/non-local_admission","Official admission portal for non-local applicants.","Official TWC Admission for Non-local Applicants source confirms non-local access.","VERIFIED","https://www.twc.edu.hk/en/","OFFICIAL_SOURCE_VERIFICATION","2026-08-21","Hong Kong Batch 3. Programme identity, university-level international access, and programme-level eligibility were verified using official sources."
"prog_hk_044","uni_hk_015","Tung Wah College","country_hk","2","Bachelor of Management (Honours) in Social and Business Sustainability","Bachelor","","https://www.twc.edu.hk/en/Programmes/bmgtsbs/admission_requirement","VERIFIED","Current official programme/admissions source confirms the programme identity.","verified_yes","https://www.twc.edu.hk/uploads/files/FO/2026_27_Tuition_Fee_2026_27_NLoc.pdf","Programme-specific official non-local evidence is available.","Official TWC 2026/27 non-local tuition schedule explicitly lists this programme for non-local students.","VERIFIED","verified_yes","https://www.twc.edu.hk/en/Administration_Units/reg/our_service/prospective_students/non-local_admission","Official admission portal for non-local applicants.","Official TWC Admission for Non-local Applicants source confirms non-local access.","VERIFIED","https://www.twc.edu.hk/en/","OFFICIAL_SOURCE_VERIFICATION","2026-08-21","Hong Kong Batch 3. Programme identity, university-level international access, and programme-level eligibility were verified using official sources."
"prog_hk_045","uni_hk_015","Tung Wah College","country_hk","3","Bachelor of Science (Honours) in Biomedical Science","Bachelor","","https://www.twc.edu.hk/en/Programmes/bsbms","VERIFIED","Current official programme/admissions source confirms the programme identity.","verified_yes","https://www.twc.edu.hk/uploads/files/FO/2026_27_Tuition_Fee_2026_27_NLoc.pdf","Programme-specific official non-local evidence is available.","Official TWC 2026/27 non-local tuition schedule explicitly lists this programme for non-local students.","VERIFIED","verified_yes","https://www.twc.edu.hk/en/Administration_Units/reg/our_service/prospective_students/non-local_admission","Official admission portal for non-local applicants.","Official TWC Admission for Non-local Applicants source confirms non-local access.","VERIFIED","https://www.twc.edu.hk/en/","OFFICIAL_SOURCE_VERIFICATION","2026-08-21","Hong Kong Batch 3. Programme identity, university-level international access, and programme-level eligibility were verified using official sources."
