university_id,university_name,country_id,city,university_type,official_website,establishment_year,global_ranking,ranking_source,ranking_year,degree_levels,scholarship_available,source_url,collected_at,last_verified_at,freshness_status
uni_jp_030,Niigata University,country_jp,Niigata,Public,https://www.niigata-u.ac.jp/,,,,,,,https://jpcup.niad.ac.jp/what-jpcup/lists.html,2026-08-19,2026-08-19,current
uni_jp_031,Kanazawa University,country_jp,Kanazawa,Public,https://www.kanazawa-u.ac.jp/,,,,,,,https://jpcup.niad.ac.jp/what-jpcup/lists.html,2026-08-19,2026-08-19,current
uni_jp_032,Shinshu University,country_jp,Matsumoto,Public,https://www.shinshu-u.ac.jp/,,,,,,,https://jpcup.niad.ac.jp/what-jpcup/lists.html,2026-08-19,2026-08-19,current
uni_jp_033,Gifu University,country_jp,Gifu,Public,https://www.gifu-u.ac.jp/,,,,,,,https://jpcup.niad.ac.jp/what-jpcup/lists.html,2026-08-19,2026-08-19,current
uni_jp_034,Shizuoka University,country_jp,Shizuoka,Public,https://www.shizuoka.ac.jp/,,,,,,,https://jpcup.niad.ac.jp/what-jpcup/lists.html,2026-08-19,2026-08-19,current
uni_jp_035,Mie University,country_jp,Tsu,Public,https://www.mie-u.ac.jp/,,,,,,,https://jpcup.niad.ac.jp/what-jpcup/lists.html,2026-08-19,2026-08-19,current
uni_jp_036,Nagoya Institute of Technology,country_jp,Nagoya,Public,https://www.nitech.ac.jp/,,,,,,,https://jpcup.niad.ac.jp/what-jpcup/lists.html,2026-08-19,2026-08-19,current
uni_jp_037,Nara Institute of Science and Technology,country_jp,Ikoma,Public,https://www.naist.jp/,,,,,,,https://jpcup.niad.ac.jp/what-jpcup/lists.html,2026-08-19,2026-08-19,current
uni_jp_038,Okayama University,country_jp,Okayama,Public,https://www.okayama-u.ac.jp/,,,,,,,https://jpcup.niad.ac.jp/what-jpcup/lists.html,2026-08-19,2026-08-19,current
uni_jp_039,Yamaguchi University,country_jp,Yamaguchi,Public,https://www.yamaguchi-u.ac.jp/,,,,,,,https://jpcup.niad.ac.jp/what-jpcup/lists.html,2026-08-19,2026-08-19,current
uni_jp_040,Tokushima University,country_jp,Tokushima,Public,https://www.tokushima-u.ac.jp/,,,,,,,https://jpcup.niad.ac.jp/what-jpcup/lists.html,2026-08-19,2026-08-19,current
uni_jp_041,Kagawa University,country_jp,Takamatsu,Public,https://www.kagawa-u.ac.jp/,,,,,,,https://jpcup.niad.ac.jp/what-jpcup/lists.html,2026-08-19,2026-08-19,current
uni_jp_042,Ehime University,country_jp,Matsuyama,Public,https://www.ehime-u.ac.jp/,,,,,,,https://jpcup.niad.ac.jp/what-jpcup/lists.html,2026-08-19,2026-08-19,current
uni_jp_043,Kochi University,country_jp,Kochi,Public,https://www.kochi-u.ac.jp/,,,,,,,https://jpcup.niad.ac.jp/what-jpcup/lists.html,2026-08-19,2026-08-19,current
uni_jp_044,Saga University,country_jp,Saga,Public,https://www.saga-u.ac.jp/,,,,,,,https://jpcup.niad.ac.jp/what-jpcup/lists.html,2026-08-19,2026-08-19,current
uni_jp_045,Nagasaki University,country_jp,Nagasaki,Public,https://www.nagasaki-u.ac.jp/,,,,,,,https://jpcup.niad.ac.jp/what-jpcup/lists.html,2026-08-19,2026-08-19,current
uni_jp_046,Kumamoto University,country_jp,Kumamoto,Public,https://www.kumamoto-u.ac.jp/,,,,,,,https://jpcup.niad.ac.jp/what-jpcup/lists.html,2026-08-19,2026-08-19,current
uni_jp_047,Oita University,country_jp,Oita,Public,https://www.oita-u.ac.jp/,,,,,,,https://jpcup.niad.ac.jp/what-jpcup/lists.html,2026-08-19,2026-08-19,current
uni_jp_048,University of Miyazaki,country_jp,Miyazaki,Public,https://www.miyazaki-u.ac.jp/,,,,,,,https://jpcup.niad.ac.jp/what-jpcup/lists.html,2026-08-19,2026-08-19,current
uni_jp_049,Kagoshima University,country_jp,Kagoshima,Public,https://www.kagoshima-u.ac.jp/,,,,,,,https://jpcup.niad.ac.jp/what-jpcup/lists.html,2026-08-19,2026-08-19,current
uni_jp_050,University of the Ryukyus,country_jp,Nishihara,Public,https://www.u-ryukyu.ac.jp/,,,,,,,https://jpcup.niad.ac.jp/what-jpcup/lists.html,2026-08-19,2026-08-19,current
uni_jp_051,Ibaraki University,country_jp,Mito,Public,https://www.ibaraki.ac.jp/,,,,,,,https://jpcup.niad.ac.jp/what-jpcup/lists.html,2026-08-19,2026-08-19,current
uni_jp_052,Utsunomiya University,country_jp,Utsunomiya,Public,https://www.utsunomiya-u.ac.jp/,,,,,,,https://jpcup.niad.ac.jp/what-jpcup/lists.html,2026-08-19,2026-08-19,current
uni_jp_053,Gunma University,country_jp,Maebashi,Public,https://www.gunma-u.ac.jp/,,,,,,,https://jpcup.niad.ac.jp/what-jpcup/lists.html,2026-08-19,2026-08-19,current
uni_jp_054,University of Yamanashi,country_jp,Kofu,Public,https://www.yamanashi.ac.jp/,,,,,,,https://jpcup.niad.ac.jp/what-jpcup/lists.html,2026-08-19,2026-08-19,current
uni_jp_055,University of Toyama,country_jp,Toyama,Public,https://www.u-toyama.ac.jp/,,,,,,,https://jpcup.niad.ac.jp/what-jpcup/lists.html,2026-08-19,2026-08-19,current
uni_kh_001,Royal University of Phnom Penh,country_kh,Phnom Penh,,https://www.rupp.edu.kh/,,,,,,,https://www.rupp.edu.kh/contact,2026-08-18,2026-08-18,current
uni_kh_002,Institute of Technology of Cambodia,country_kh,Phnom Penh,,https://itc.edu.kh/,,,,,,,https://itc.edu.kh/about-institute-of-technology-of-cambodia-en/,2026-08-18,2026-08-18,current
uni_kh_003,Royal University of Agriculture,country_kh,Phnom Penh,,https://www.rua.edu.kh/,,,,,,,https://www.rua.edu.kh/,2026-08-19,2026-08-19,current
uni_kh_004,University of Health Sciences Cambodia,country_kh,Phnom Penh,,https://uhs.edu.kh/,,,,,,,https://uhs.edu.kh/,2026-08-19,2026-08-19,current
uni_kh_005,National University of Management,country_kh,Phnom Penh,,https://numuniversity.com/,,,,,,,https://numuniversity.com/,2026-08-19,2026-08-19,current
uni_kh_006,Royal University of Law and Economics,country_kh,Phnom Penh,Public,https://www.rule.edu.kh/,,,,,,,https://www.rule.edu.kh/,2026-08-19,2026-08-19,current
uni_kh_007,National University of Battambang,country_kh,Battambang,Public,https://nubb.edu.kh/en/,,,,,,,https://nubb.edu.kh/en/,2026-08-19,2026-08-19,current
uni_kh_008,Svay Rieng University,country_kh,Svay Rieng,Public,https://sru.edu.kh/,,,,,,,https://sru.edu.kh/,2026-08-19,2026-08-19,current
uni_kh_009,Chea Sim University of Kamchay Mear,country_kh,Prey Veng,Public,http://www.csuk.edu.kh/,,,,,,,http://www.csuk.edu.kh/,2026-08-19,2026-08-19,current
uni_kh_010,Mean Chey University,country_kh,Serei Saophoan,Public,http://www.mcu.edu.kh/,,,,,,,http://www.mcu.edu.kh/,2026-08-19,2026-08-19,current
uni_kh_011,Royal University of Fine Arts,country_kh,Phnom Penh,Public,https://www.rufa.edu.kh/,,,,,,,https://www.rufa.edu.kh/,2026-08-19,2026-08-19,current
uni_kh_012,American University of Phnom Penh,country_kh,Phnom Penh,Private,https://www.aupp.edu.kh/,,,,,,,https://www.aupp.edu.kh/,2026-08-19,2026-08-19,current
uni_kh_013,Pannasastra University of Cambodia,country_kh,Phnom Penh,Private,https://www.puc.edu.kh/,,,,,,,https://www.puc.edu.kh/,2026-08-19,2026-08-19,current
uni_kh_014,The University of Cambodia,country_kh,Phnom Penh,Private,https://uc.edu.kh/,,,,,,,https://uc.edu.kh/,2026-08-19,2026-08-19,current
uni_kh_015,Build Bright University,country_kh,Phnom Penh,Private,https://www.bbu.edu.kh/,,,,,,,https://www.bbu.edu.kh/,2026-08-19,2026-08-19,current
uni_kr_001,Seoul National University,country_kr,Seoul,,https://www.snu.ac.kr,1946,,,,,,https://www.snu.ac.kr,2026-08-09,,unknown
uni_kr_002,Korea Advanced Institute of Science and Technology,country_kr,Daejeon,,https://www.kaist.ac.kr,1971,,,,,,https://www.kaist.ac.kr,2026-08-09,,unknown
uni_kr_003,Yonsei University,country_kr,Seoul,,https://www.yonsei.ac.kr,1885,,,,,,https://www.yonsei.ac.kr,2026-08-09,,unknown
uni_kr_004,Korea University,country_kr,Seoul,,https://www.korea.ac.kr,1905,,,,,,https://www.korea.ac.kr,2026-08-09,,unknown
uni_kr_005,Sungkyunkwan University,country_kr,Suwon,,https://skku.edu,1398,,,,,,https://skku.edu,2026-08-09,,unknown
uni_kr_006,Pohang University of Science and Technology,country_kr,Pohang,,http://www.postech.ac.kr/,1986,,,,,,http://www.postech.ac.kr/,2026-08-09,,unknown
uni_kr_007,Hanyang University,country_kr,Seoul,,http://www.hanyang.ac.kr/english/,1939,,,,,,http://www.hanyang.ac.kr/english/,2026-08-09,,unknown
uni_kr_008,Kyung Hee University,country_kr,Seoul,,http://www.kyunghee.edu/,1949,,,,,,http://www.kyunghee.edu/,2026-08-09,,unknown
uni_kr_009,Ewha Womans University,country_kr,Seoul,,https://www.ewha.ac.kr/ewhaen/index.do,,,,,,,https://www.ewha.ac.kr/ewhaen/admission/admission.do,2026-08-19,2026-08-19,current
uni_kr_010,Sogang University,country_kr,Seoul,,https://www.sogang.ac.kr/en,,,,,,,https://www.sogang.ac.kr/en/international-students,2026-08-19,2026-08-19,current
uni_kr_011,Pusan National University,country_kr,Busan,,https://www.pusan.ac.kr/eng/,,,,,,,https://www.pusan.ac.kr/eng/CMS/Contents/Contents.do?mCode=MN013,2026-08-19,2026-08-19,current
uni_kr_012,Kyungpook National University,country_kr,Daegu,,https://en.knu.ac.kr/,,,,,,,https://en.knu.ac.kr/admission/foreign01.htm,2026-08-19,2026-08-19,current
uni_kr_013,Ulsan National Institute of Science and Technology,country_kr,Ulsan,,https://www.unist.ac.kr/,,,,,,,https://admu-intl.unist.ac.kr/admission-eng/index.do,2026-08-19,2026-08-19,current
uni_kr_014,Gwangju Institute of Science and Technology,country_kr,Gwangju,,https://www.gist.ac.kr/en/,,,,,,,https://www.gist.ac.kr/iadm/,2026-08-19,2026-08-19,current
uni_kr_015,Ajou University,country_kr,Suwon,Private,https://www.ajou.ac.kr/en/,,,,,,,https://www.studyinkorea.go.kr/ko/plan/certifiedUniversity.do,2026-08-19,2026-08-19,current
uni_kr_016,Chung-Ang University,country_kr,Seoul,Private,https://neweng.cau.ac.kr/,,,,,,,https://www.studyinkorea.go.kr/ko/plan/certifiedUniversity.do,2026-08-19,2026-08-19,current
uni_kr_017,Chungnam National University,country_kr,Daejeon,Public,https://plus.cnu.ac.kr/html/en/,,,,,,,https://www.studyinkorea.go.kr/ko/plan/certifiedUniversity.do,2026-08-19,2026-08-19,current
uni_kr_018,Chungbuk National University,country_kr,Cheongju,Public,https://www.chungbuk.ac.kr/site/english/main.do,,,,,,,https://www.studyinkorea.go.kr/ko/plan/certifiedUniversity.do,2026-08-19,2026-08-19,current
uni_kr_019,Chonnam National University,country_kr,Gwangju,Public,https://global.jnu.ac.kr/,,,,,,,https://www.studyinkorea.go.kr/ko/plan/certifiedUniversity.do,2026-08-19,2026-08-19,current
uni_kr_020,Jeonbuk National University,country_kr,Jeonju,Public,https://www.jbnu.ac.kr/en/,,,,,,,https://www.studyinkorea.go.kr/ko/plan/certifiedUniversity.do,2026-08-19,2026-08-19,current
uni_kr_021,Gyeongsang National University,country_kr,Jinju,Public,https://www.gnu.ac.kr/eng/main.do,,,,,,,https://www.studyinkorea.go.kr/ko/plan/certifiedUniversity.do,2026-08-19,2026-08-19,current
uni_kr_022,Kangwon National University,country_kr,Chuncheon,Public,https://www.kangwon.ac.kr/english/,,,,,,,https://www.studyinkorea.go.kr/ko/plan/certifiedUniversity.do,2026-08-19,2026-08-19,current
uni_kr_023,Incheon National University,country_kr,Incheon,Public,https://www.inu.ac.kr/inuengl/index.do,,,,,,,https://www.studyinkorea.go.kr/ko/plan/certifiedUniversity.do,2026-08-19,2026-08-19,current
uni_kr_024,Jeju National University,country_kr,Jeju,Public,https://www.jejunu.ac.kr/eng/,,,,,,,https://www.studyinkorea.go.kr/ko/plan/certifiedUniversity.do,2026-08-19,2026-08-19,current
uni_kr_025,Pukyong National University,country_kr,Busan,Public,https://www.pknu.ac.kr/eng,,,,,,,https://www.studyinkorea.go.kr/ko/plan/certifiedUniversity.do,2026-08-19,2026-08-19,current
uni_kr_026,Seoul National University of Science and Technology,country_kr,Seoul,Public,https://en.seoultech.ac.kr/,,,,,,,https://www.studyinkorea.go.kr/ko/plan/certifiedUniversity.do,2026-08-19,2026-08-19,current
uni_kr_027,University of Seoul,country_kr,Seoul,Public,https://www.uos.ac.kr/en/,,,,,,,https://www.studyinkorea.go.kr/ko/plan/certifiedUniversity.do,2026-08-19,2026-08-19,current
uni_kr_028,Dongguk University,country_kr,Seoul,Private,https://www.dongguk.edu/eng/main,,,,,,,https://www.studyinkorea.go.kr/ko/plan/certifiedUniversity.do,2026-08-19,2026-08-19,current
uni_kr_029,Konkuk University,country_kr,Seoul,Private,https://www.konkuk.ac.kr/en,,,,,,,https://www.studyinkorea.go.kr/ko/plan/certifiedUniversity.do,2026-08-19,2026-08-19,current
uni_kr_030,Kookmin University,country_kr,Seoul,Private,https://english.kookmin.ac.kr/,,,,,,,https://www.studyinkorea.go.kr/ko/plan/certifiedUniversity.do,2026-08-19,2026-08-19,current
uni_kr_031,Hongik University,country_kr,Seoul,Private,https://www.hongik.ac.kr/en/,,,,,,,https://www.studyinkorea.go.kr/ko/plan/certifiedUniversity.do,2026-08-19,2026-08-19,current
uni_kr_032,Hankuk University of Foreign Studies,country_kr,Seoul,Private,https://www.hufs.ac.kr/,,,,,,,https://www.studyinkorea.go.kr/ko/plan/certifiedUniversity.do,2026-08-19,2026-08-19,current
uni_kr_033,Inha University,country_kr,Incheon,Private,https://www.inha.ac.kr/eng/,,,,,,,https://www.studyinkorea.go.kr/ko/plan/certifiedUniversity.do,2026-08-19,2026-08-19,current
uni_kr_034,Sejong University,country_kr,Seoul,Private,https://en.sejong.ac.kr/,,,,,,,https://www.studyinkorea.go.kr/ko/plan/certifiedUniversity.do,2026-08-19,2026-08-19,current
uni_kr_035,Soongsil University,country_kr,Seoul,Private,https://ssu.ac.kr/eng/,,,,,,,https://www.studyinkorea.go.kr/ko/plan/certifiedUniversity.do,2026-08-19,2026-08-19,current
uni_kr_036,Sookmyung Women's University,country_kr,Seoul,Private,https://www.sookmyung.ac.kr/en,,,,,,,https://www.studyinkorea.go.kr/ko/plan/certifiedUniversity.do,2026-08-19,2026-08-19,current
uni_kr_037,Sungshin Women's University,country_kr,Seoul,Private,https://www.sungshin.ac.kr/sites/main_eng/main.jsp,,,,,,,https://www.studyinkorea.go.kr/ko/plan/certifiedUniversity.do,2026-08-19,2026-08-19,current
uni_kr_038,Seoul Women's University,country_kr,Seoul,Private,https://www.swu.ac.kr/english/,,,,,,,https://www.studyinkorea.go.kr/ko/plan/certifiedUniversity.do,2026-08-19,2026-08-19,current
uni_kr_039,Dankook University,country_kr,Yongin,Private,https://www.dankook.ac.kr/en,,,,,,,https://www.studyinkorea.go.kr/ko/plan/certifiedUniversity.do,2026-08-19,2026-08-19,current
uni_kr_040,Myongji University,country_kr,Seoul,Private,https://www.mju.ac.kr/us/index.do,,,,,,,https://www.studyinkorea.go.kr/ko/plan/certifiedUniversity.do,2026-08-19,2026-08-19,current
uni_kr_041,Gachon University,country_kr,Seongnam,Private,https://www.gachon.ac.kr/eng/index.do,,,,,,,https://www.studyinkorea.go.kr/ko/plan/certifiedUniversity.do,2026-08-19,2026-08-19,current
uni_kr_042,Hallym University,country_kr,Chuncheon,Private,https://www.hallym.ac.kr/hallym_en/,,,,,,,https://www.studyinkorea.go.kr/ko/plan/certifiedUniversity.do,2026-08-19,2026-08-19,current
uni_kr_043,Keimyung University,country_kr,Daegu,Private,https://www.kmu.ac.kr/uni/eng/,,,,,,,https://www.studyinkorea.go.kr/ko/plan/certifiedUniversity.do,2026-08-19,2026-08-19,current
uni_kr_044,Yeungnam University,country_kr,Gyeongsan,Private,https://www.yu.ac.kr/english/,,,,,,,https://www.studyinkorea.go.kr/ko/plan/certifiedUniversity.do,2026-08-19,2026-08-19,current
uni_kr_045,University of Ulsan,country_kr,Ulsan,Private,https://www.ulsan.ac.kr/en/,,,,,,,https://www.studyinkorea.go.kr/ko/plan/certifiedUniversity.do,2026-08-19,2026-08-19,current
uni_kr_046,Dong-A University,country_kr,Busan,Private,https://english.donga.ac.kr/english/,,,,,,,https://www.studyinkorea.go.kr/ko/plan/certifiedUniversity.do,2026-08-19,2026-08-19,current
uni_kr_047,Korea Maritime & Ocean University,country_kr,Busan,Public,https://www.kmou.ac.kr/english/,,,,,,,https://www.studyinkorea.go.kr/ko/plan/certifiedUniversity.do,2026-08-19,2026-08-19,current
uni_kr_048,Korea University of Technology and Education,country_kr,Cheonan,Private,https://www.koreatech.ac.kr/eng/,,,,,,,https://www.studyinkorea.go.kr/ko/plan/certifiedUniversity.do,2026-08-19,2026-08-19,current
uni_kr_049,Kumoh National Institute of Technology,country_kr,Gumi,Public,https://eng.kumoh.ac.kr/,,,,,,,https://www.studyinkorea.go.kr/ko/plan/certifiedUniversity.do,2026-08-19,2026-08-19,current
uni_kr_050,Handong Global University,country_kr,Pohang,Private,https://www.handong.edu/eng/,,,,,,,https://www.studyinkorea.go.kr/ko/plan/certifiedUniversity.do,2026-08-19,2026-08-19,current
uni_la_001,National University of Laos,country_la,Vientiane,,https://www.nuol.edu.la/index.php/en/,,,,,,,https://www.nuol.edu.la/index.php/en/,2026-08-18,2026-08-18,current
uni_la_002,Souphanouvong University,country_la,Luang Prabang,,https://su.edu.la/,,,,,,,https://su.edu.la/,2026-08-18,2026-08-18,current
uni_la_003,University of Health Sciences Laos,country_la,Vientiane,,https://uhs.edu.la/,,,,,,,https://uhs.edu.la/,2026-08-19,2026-08-19,current
uni_la_004,Savannakhet University,country_la,Kaysone Phomvihane,,http://sku.edu.la/,,,,,,,https://usco2.umap.org/Institution/InstitutionDetails/583,2026-08-19,2026-08-19,current
uni_la_005,Champasak University,country_la,Pakse,,http://www.cu.edu.la/,,,,,,,https://www.nuol.edu.la/index.php/en/news-events,2026-08-19,2026-08-19,current
uni_mm_001,University of Yangon,country_mm,Yangon,,https://www.uy.edu.mm/,,,,,,,https://www.uy.edu.mm/contact/,2026-08-18,2026-08-18,current
uni_mm_002,"University of Computer Studies, Yangon",country_mm,Yangon,,https://www.ucsy.edu.mm/,,,,,,,https://www.ucsy.edu.mm/,2026-08-18,2026-08-18,current
uni_mm_003,Yangon University of Economics,country_mm,Yangon,,https://yueco.edu.mm/,,,,,,,https://yueco.edu.mm/?page_id=81,2026-08-18,2026-08-18,current
uni_mm_004,Dagon University,country_mm,Yangon,,https://www.dagonuniversity.edu.mm/,,,,,,,https://www.dagonuniversity.edu.mm/,2026-08-19,2026-08-19,current
uni_mm_005,University of Mandalay,country_mm,Mandalay,Public,http://www.mu.edu.mm/,,,,,,,https://www.moe.gov.mm/en/department-category-higher-education,2026-08-19,2026-08-19,current
uni_mm_006,Yangon University of Foreign Languages,country_mm,Yangon,Public,https://www.yufl.edu.mm/,,,,,,,https://www.moe.gov.mm/en/department-category-higher-education,2026-08-19,2026-08-19,current
uni_mm_007,Mandalay University of Foreign Languages,country_mm,Mandalay,Public,https://www.mufl.edu.mm/,,,,,,,https://www.moe.gov.mm/en/department-category-higher-education,2026-08-19,2026-08-19,current
uni_mm_008,Yangon University of Education,country_mm,Yangon,Public,https://www.yuoe.edu.mm/,,,,,,,https://www.moe.gov.mm/en/department-category-higher-education,2026-08-19,2026-08-19,current
uni_mm_009,Pathein University,country_mm,Pathein,Public,https://www.pathein-u.edu.mm/,,,,,,,https://www.moe.gov.mm/en/department-category-higher-education,2026-08-19,2026-08-19,current
uni_mm_010,Monywa University of Economics,country_mm,Monywa,Public,https://mue.edu.mm/,,,,,,,https://www.moe.gov.mm/en/department-category-higher-education,2026-08-19,2026-08-19,current
uni_mm_011,Myeik University,country_mm,Myeik,Public,https://www.myeikuniversity.edu.mm/,,,,,,,https://www.moe.gov.mm/en/department-category-higher-education,2026-08-19,2026-08-19,current
uni_mm_012,Keng Tung University,country_mm,Kengtung,Public,https://www.moe.gov.mm/en/departmentcategoryhighereducation/keng-tung-university,,,,,,,https://www.moe.gov.mm/en/department-category-higher-education,2026-08-19,2026-08-19,current
uni_mm_013,Yangon University of Distance Education,country_mm,Yangon,Public,https://www.yude.edu.mm/,,,,,,,https://www.moe.gov.mm/en/department-category-higher-education,2026-08-19,2026-08-19,current
uni_mm_014,Sittway University,country_mm,Sittwe,Public,https://www.moe.gov.mm/en/departmentcategoryhighereducation/sittway-university,,,,,,,https://www.moe.gov.mm/en/department-category-higher-education,2026-08-19,2026-08-19,current
uni_mm_015,Yadanabon University,country_mm,Amarapura,Public,https://ydnbu.edu.mm/,,,,,,,https://www.moe.gov.mm/en/department-category-higher-education,2026-08-19,2026-08-19,current
uni_mm_016,Meiktila University of Economics,country_mm,Meiktila,Public,https://mtlaeco.edu.mm/,,,,,,,https://www.moe.gov.mm/en/department-category-higher-education,2026-08-19,2026-08-19,current
uni_mm_017,University of East Yangon,country_mm,Yangon,Public,https://www.eyu.edu.mm/,,,,,,,https://www.moe.gov.mm/en/department-category-higher-education,2026-08-19,2026-08-19,current
uni_mm_018,University of West Yangon,country_mm,Htantabin,Public,https://www.moe.gov.mm/en/department-category-higher-education,,,,,,,https://www.moe.gov.mm/en/department-category-higher-education,2026-08-19,2026-08-19,current
uni_mm_019,Bago University,country_mm,Bago,Public,https://www.moe.gov.mm/en/department-category-higher-education,,,,,,,https://www.moe.gov.mm/en/department-category-higher-education,2026-08-19,2026-08-19,current
uni_mm_020,Dawei University,country_mm,Dawei,Public,https://www.moe.gov.mm/en/department-category-higher-education?page=2,,,,,,,https://www.moe.gov.mm/en/department-category-higher-education,2026-08-19,2026-08-19,current
uni_mn_001,National University of Mongolia,country_mn,Ulaanbaatar,,https://portal.num.edu.mn/en,,,,,,,https://portal.num.edu.mn/en/Home/About,2026-08-18,2026-08-18,current
uni_mn_002,Mongolian University of Science and Technology,country_mn,Ulaanbaatar,,https://must.edu.mn/en/,,,,,,,https://must.edu.mn/en/page/971,2026-08-18,2026-08-18,current
uni_mn_003,Mongolian National University of Medical Sciences,country_mn,Ulaanbaatar,,https://mnums.edu.mn/en/home-en/,,,,,,,https://mnums.edu.mn/en/mnums/,2026-08-18,2026-08-18,current
uni_mn_004,Mongolian National University of Education,country_mn,Ulaanbaatar,,https://msue.edu.mn/,,,,,,,https://msue.edu.mn/,2026-08-19,2026-08-19,current
uni_mn_005,University of Finance and Economics,country_mn,Ulaanbaatar,,https://www.ufe.edu.mn/,,,,,,,https://www.ufe.edu.mn/en/c/28,2026-08-19,2026-08-19,current
uni_mn_006,Mongolian University of Life Sciences,country_mn,Ulaanbaatar,,https://muls.edu.mn/,,,,,,,https://muls.edu.mn/,2026-08-19,2026-08-19,current
uni_mn_007,German-Mongolian Institute for Resources and Technology,country_mn,Ulaanbaatar,Public,https://www.gmit.edu.mn/eng/,,,,,,,https://www.gmit.edu.mn/eng/,2026-08-19,2026-08-19,current
uni_mn_008,University of the Humanities,country_mn,Ulaanbaatar,Private,https://humanities.mn/,,,,,,,https://humanities.mn/,2026-08-19,2026-08-19,current
uni_mn_009,Otgontenger University,country_mn,Ulaanbaatar,Private,https://otgontenger.edu.mn/en/home,,,,,,,https://otgontenger.edu.mn/en/home,2026-08-19,2026-08-19,current
uni_mn_010,Etugen University,country_mn,Ulaanbaatar,Private,https://www.etugen.edu.mn/,,,,,,,https://www.etugen.edu.mn/,2026-08-19,2026-08-19,current
uni_mn_011,International University of Ulaanbaatar,country_mn,Ulaanbaatar,Private,https://www.iuu.edu.mn/,,,,,,,https://www.iuu.edu.mn/,2026-08-19,2026-08-19,current
uni_mn_012,Mandakh University,country_mn,Ulaanbaatar,Private,https://en.mandakh.edu.mn/,,,,,,,https://en.mandakh.edu.mn/,2026-08-19,2026-08-19,current
uni_mo_001,University of Macau,country_mo,Macau,,https://www.um.edu.mo/,,,,,,,https://www.um.edu.mo/about-um/,2026-08-18,2026-08-18,current
uni_mo_002,Macao Polytechnic University,country_mo,Macau,,https://www.mpu.edu.mo/,,,,,,,https://www.mpu.edu.mo/en/contact_us,2026-08-18,2026-08-18,current
uni_mo_003,Macau University of Science and Technology,country_mo,Macau,,https://www.must.edu.mo/,,,,,,,https://www.must.edu.mo/page/intro.html?locale=en_US,2026-08-18,2026-08-18,current
uni_mo_004,City University of Macau,country_mo,Macau,,https://www.cityu.edu.mo/,,,,,,,https://www.cityu.edu.mo/en/about-cityu-2/,2026-08-18,2026-08-18,current
uni_mo_005,University of Saint Joseph,country_mo,Macau,,https://www.usj.edu.mo/en/,,,,,,,https://www.usj.edu.mo/en/,2026-08-19,2026-08-19,current
uni_mo_006,Macao University of Tourism,country_mo,Macau,,https://www.utm.edu.mo/EN/,,,,,,,https://www.utm.edu.mo/EN/,2026-08-19,2026-08-19,current
uni_mo_007,Academy of Public Security Forces of Macao,country_mo,Macau,Public,https://www.fsm.gov.mo/esfsm/,,,,,,,https://es.dsedj.gov.mo/esdbonline/_site/category_en.asp?group=1,2026-08-19,2026-08-19,current
uni_mo_008,Kiang Wu Nursing College of Macau,country_mo,Macau,Private,https://www2.kwnc.edu.mo/en/standard/index.html,,,,,,,https://es.dsedj.gov.mo/esdbonline/_site/category_en.asp?group=1,2026-08-19,2026-08-19,current
uni_mo_009,Macau Institute of Management,country_mo,Macau,Private,https://mim.edu.mo/,,,,,,,https://es.dsedj.gov.mo/esdbonline/_site/category_en.asp?group=1,2026-08-19,2026-08-19,current
uni_mo_010,Macau Millennium College,country_mo,Macau,Private,https://mmc.edu.mo/en/,,,,,,,https://es.dsedj.gov.mo/esdbonline/_site/category_en.asp?group=1,2026-08-19,2026-08-19,current
uni_my_001,Universiti Malaya,country_my,Kuala Lumpur,,https://www.um.edu.my/,1949,,,,,,https://www.um.edu.my/,2026-08-09,,unknown
uni_my_002,Universiti Kebangsaan Malaysia,country_my,Bangi,,https://www.ukm.my,1970,,,,,,https://www.ukm.my,2026-08-09,,unknown
uni_my_003,Universiti Putra Malaysia,country_my,Seri Kembangan,,https://upm.edu.my,1931,,,,,,https://upm.edu.my,2026-08-09,,unknown
uni_my_004,Universiti Sains Malaysia,country_my,George Town,,https://www.usm.my,1969,,,,,,https://www.usm.my,2026-08-09,,unknown
uni_my_005,Universiti Teknologi Malaysia,country_my,Johor Bahru,,https://www.utm.my,1975,,,,,,https://www.utm.my,2026-08-09,,unknown
uni_my_006,International Islamic University Malaysia,country_my,Kuala Lumpur,,http://www.iium.edu.my/,1983,,,,,,http://www.iium.edu.my/,2026-08-09,,unknown
uni_my_007,Universiti Teknologi PETRONAS,country_my,Ipoh,,http://www.utp.edu.my/,1997,,,,,,http://www.utp.edu.my/,2026-08-09,,unknown
uni_my_008,Taylor's University,country_my,Subang Jaya,,http://university.taylors.edu.my/,1969,,,,,,http://university.taylors.edu.my/,2026-08-09,,unknown
uni_my_009,Sunway University,country_my,Petaling Jaya,,https://sunwayuniversity.edu.my,2004,,,,,,https://sunwayuniversity.edu.my,2026-08-09,,unknown
uni_my_010,Universiti Utara Malaysia,country_my,Sintok,,https://www.uum.edu.my/,,,,,,,https://www.uum.edu.my/admissions/application-guidelines/undergraduate-international,2026-08-19,2026-08-19,current
uni_my_011,Universiti Teknologi MARA,country_my,Shah Alam,,https://www.uitm.edu.my/,,,,,,,https://uitm.edu.my/en/discover-uitm/about-uitm,2026-08-19,2026-08-19,current
