program_id,university_id,program_name,degree_level,program_url,intake,application_deadline,schedule_research_status,applicant_scope,admission_route,academic_year,schedule_type,schedule_source_name,schedule_source_url,schedule_evidence,storage_reason,verified_at
prog_hk_036,uni_hk_012,Bachelor of Arts (Hons) in Communication and Digital Media,Bachelor,https://jcm.chuhai.edu.hk/bachelor-of-arts-hons-in-communication-and-digital-media/,,,REVIEWED_UNRESOLVED,Non-local / international undergraduate applicant,Undergraduate - Non-local - International Qualifications,2027/28,Target 2027/28 exact schedule not yet safely verified,Hong Kong Chu Hai College - International Qualifications,https://chuhai.edu.hk/en/overseas-candidates,Chu Hai's current official international qualifications page publishes the 2026/27 admission cycle. Non-local applications run from 20 Oct 2025 to 26 Jun 2026. No verified exact 2027/28 application period was published on the reviewed official page.,The target master record is for the 2027/28 admission cycle. Current official material still reflects the previous/current cycle or does not provide a safely attributable exact 2027/28 deadline. No prior-cycle date is stored as a 2027 intake or application deadline.,2026-08-21
prog_hk_037,uni_hk_013,Bachelor of Business Administration (Honours),Bachelor,https://www.sfu.edu.hk/en/admission/programmes-by-qflevel/bachelor-s-degree-programmes/bachelor-of-business-administration-honours/introduction/index.html,,,REVIEWED_UNRESOLVED,Non-local / international undergraduate applicant,International Qualifications - Non-local Applicants,2027/28,Target 2027/28 exact schedule not yet safely verified,Saint Francis University Admissions,https://www.sfu.edu.hk/en/admission/admission/,Saint Francis University's official admissions page currently identifies the 2026/27 September intake and states that non-local applications for the AY2026/27 September cohort closed on 31 Jul 2026. A verified exact 2027/28 application deadline was not yet published on the reviewed official page.,The target master record is for the 2027/28 admission cycle. Current official material still reflects the previous/current cycle or does not provide a safely attributable exact 2027/28 deadline. No prior-cycle date is stored as a 2027 intake or application deadline.,2026-08-21
prog_hk_038,uni_hk_013,Bachelor of Arts (Honours) in Translation Technology,Bachelor,https://www.sfu.edu.hk/en/programmes/bachelor-s-degree-programmes/bachelor-of-arts-honours-in-translation-technology/introduction/index.html,,,REVIEWED_UNRESOLVED,Non-local / international undergraduate applicant,International Qualifications - Non-local Applicants,2027/28,Target 2027/28 exact schedule not yet safely verified,Saint Francis University Admissions,https://www.sfu.edu.hk/en/admission/admission/,Saint Francis University's official admissions page currently identifies the 2026/27 September intake and states that non-local applications for the AY2026/27 September cohort closed on 31 Jul 2026. A verified exact 2027/28 application deadline was not yet published on the reviewed official page.,The target master record is for the 2027/28 admission cycle. Current official material still reflects the previous/current cycle or does not provide a safely attributable exact 2027/28 deadline. No prior-cycle date is stored as a 2027 intake or application deadline.,2026-08-21
prog_hk_039,uni_hk_013,Bachelor of Science (Honours) in Artificial Intelligence and Multimedia Technology,Bachelor,https://www.sfu.edu.hk/en/admission/programmes-by-qflevel/bachelor-s-degree-programmes/bachelor-of-science-honours-in-artificial-intelligence-and-multimedia-technology-/introduction/index.html,,,REVIEWED_UNRESOLVED,Non-local / international undergraduate applicant,International Qualifications - Non-local Applicants,2027/28,Target 2027/28 exact schedule not yet safely verified,Saint Francis University Admissions,https://www.sfu.edu.hk/en/admission/admission/,Saint Francis University's official admissions page currently identifies the 2026/27 September intake and states that non-local applications for the AY2026/27 September cohort closed on 31 Jul 2026. A verified exact 2027/28 application deadline was not yet published on the reviewed official page.,The target master record is for the 2027/28 admission cycle. Current official material still reflects the previous/current cycle or does not provide a safely attributable exact 2027/28 deadline. No prior-cycle date is stored as a 2027 intake or application deadline.,2026-08-21
prog_hk_040,uni_hk_014,Bachelor of Science (Honours) in Multimedia Technology and Innovation,Bachelor,https://thei.edu.hk/departments/department-of-digital-innovation-and-technology/bachelor-of-science-honours-multimedia-technology-and-innovation/,,,REVIEWED_UNRESOLVED,Non-local / international undergraduate applicant,International Student - Bachelor Year 1 Entry,2027/28,Target 2027/28 exact schedule not yet safely verified,THEi International Undergraduate Leaflet,https://www.thei.edu.hk/wp-content/uploads/2026/02/THEi_Intl-leaflet-20260202_compressed_V2.pdf,THEi's official international undergraduate leaflet for the current cycle gives a tentative Bachelor's application deadline of mid-July 2026 and indicates registration and orientation in late August. The reviewed official material does not publish an exact 2027/28 application deadline.,The target master record is for the 2027/28 admission cycle. Current official material still reflects the previous/current cycle or does not provide a safely attributable exact 2027/28 deadline. No prior-cycle date is stored as a 2027 intake or application deadline.,2026-08-21
prog_hk_041,uni_hk_014,Bachelor of Science (Honours) in Information and Communications Technology,Bachelor,https://thei.edu.hk/departments/department-of-digital-innovation-and-technology/bachelor-of-science-honours-information-and-communications-technology/,,,REVIEWED_UNRESOLVED,Non-local / international undergraduate applicant,International Student - Bachelor Year 1 Entry,2027/28,Target 2027/28 exact schedule not yet safely verified,THEi International Undergraduate Leaflet,https://www.thei.edu.hk/wp-content/uploads/2026/02/THEi_Intl-leaflet-20260202_compressed_V2.pdf,THEi's official international undergraduate leaflet for the current cycle gives a tentative Bachelor's application deadline of mid-July 2026 and indicates registration and orientation in late August. The reviewed official material does not publish an exact 2027/28 application deadline.,The target master record is for the 2027/28 admission cycle. Current official material still reflects the previous/current cycle or does not provide a safely attributable exact 2027/28 deadline. No prior-cycle date is stored as a 2027 intake or application deadline.,2026-08-21
prog_hk_042,uni_hk_014,Bachelor of Arts (Honours) in Fashion Design,Bachelor,https://thei.edu.hk/departments/department-of-design-and-architecture/bachelor-of-arts-honours-fashion-design/,,,REVIEWED_UNRESOLVED,Non-local / international undergraduate applicant,International Student - Bachelor Year 1 Entry,2027/28,Target 2027/28 exact schedule not yet safely verified,THEi International Undergraduate Leaflet,https://www.thei.edu.hk/wp-content/uploads/2026/02/THEi_Intl-leaflet-20260202_compressed_V2.pdf,THEi's official international undergraduate leaflet for the current cycle gives a tentative Bachelor's application deadline of mid-July 2026 and indicates registration and orientation in late August. The reviewed official material does not publish an exact 2027/28 application deadline.,The target master record is for the 2027/28 admission cycle. Current official material still reflects the previous/current cycle or does not provide a safely attributable exact 2027/28 deadline. No prior-cycle date is stored as a 2027 intake or application deadline.,2026-08-21
prog_hk_043,uni_hk_015,Bachelor of Social Science (Honours) in Applied Psychology,Bachelor,https://www.twc.edu.hk/en/Programmes/bssap/admission_requirement,,,REVIEWED_UNRESOLVED,Non-local / international undergraduate applicant,Non-local Undergraduate Admission,2027/28,Target 2027/28 exact schedule not yet safely verified,Tung Wah College - Admission for Non-local Applicants,https://www.twc.edu.hk/en/Administration_Units/reg/our_service/prospective_students/non-local_admission,"Tung Wah College's current non-local admission and prospectus materials remain for 2026/27 entry. The general admissions FAQ states that online applications normally start from mid-October, but an exact 2027/28 non-local programme deadline for these records was not yet safely verified.",The target master record is for the 2027/28 admission cycle. Current official material still reflects the previous/current cycle or does not provide a safely attributable exact 2027/28 deadline. No prior-cycle date is stored as a 2027 intake or application deadline.,2026-08-21
prog_hk_044,uni_hk_015,Bachelor of Management (Honours) in Social and Business Sustainability,Bachelor,https://www.twc.edu.hk/en/Programmes/bmgtsbs/admission_requirement,,,REVIEWED_UNRESOLVED,Non-local / international undergraduate applicant,Non-local Undergraduate Admission,2027/28,Target 2027/28 exact schedule not yet safely verified,Tung Wah College - Admission for Non-local Applicants,https://www.twc.edu.hk/en/Administration_Units/reg/our_service/prospective_students/non-local_admission,"Tung Wah College's current non-local admission and prospectus materials remain for 2026/27 entry. The general admissions FAQ states that online applications normally start from mid-October, but an exact 2027/28 non-local programme deadline for these records was not yet safely verified.",The target master record is for the 2027/28 admission cycle. Current official material still reflects the previous/current cycle or does not provide a safely attributable exact 2027/28 deadline. No prior-cycle date is stored as a 2027 intake or application deadline.,2026-08-21
prog_hk_045,uni_hk_015,Bachelor of Science (Honours) in Biomedical Science,Bachelor,https://www.twc.edu.hk/en/Programmes/bsbms,,,REVIEWED_UNRESOLVED,Non-local / international undergraduate applicant,Non-local Undergraduate Admission,2027/28,Target 2027/28 exact schedule not yet safely verified,Tung Wah College - Admission for Non-local Applicants,https://www.twc.edu.hk/en/Administration_Units/reg/our_service/prospective_students/non-local_admission,"Tung Wah College's current non-local admission and prospectus materials remain for 2026/27 entry. The general admissions FAQ states that online applications normally start from mid-October, but an exact 2027/28 non-local programme deadline for these records was not yet safely verified.",The target master record is for the 2027/28 admission cycle. Current official material still reflects the previous/current cycle or does not provide a safely attributable exact 2027/28 deadline. No prior-cycle date is stored as a 2027 intake or application deadline.,2026-08-21
